,f_root,f_step,pic_lst,path,caption
625,f-ZYCHT4G4,f-ZYCHT4G4_step01_sent03,"['306.jpg', '308.jpg', '304.jpg']",/content/drive/MyDrive/PY/SemEval2022/images/f-ZYCHT4G4/f-ZYCHT4G4_step01_sent03_000,"[['a', 'series', 'of', 'three', '[UNK]', 'mixed', 'with', 'food', 'in', 'the', 'kitchen.', '<end>'], ['an', 'old', '[UNK]', 'good', 'seen', 'in', 'the', 'glass', 'of', 'a', 'large', 'pot.', '<end>'], ['a', 'group', 'of', 'food', 'in', 'the', 'pizza', 'for', 'a', '[UNK]', '<end>']]"
626,f-ZYCHT4G4,f-ZYCHT4G4_step01_sent01,"['164.jpg', '166.jpg', '168.jpg']",/content/drive/MyDrive/PY/SemEval2022/images/f-ZYCHT4G4/f-ZYCHT4G4_step01_sent01_003,"[['a', 'picture', 'of', 'a', 'picture', 'of', 'food,', 'takes', '[UNK]', 'on', 'top', 'of', 'it.', '<end>'], ['a', 'close-up', 'of', 'fruit', 'and', 'three', 'sandwiches', 'being', 'peeled', 'paint', 'on', 'the', 'desk.', '<end>'], ['a', 'close', 'up', 'of', 'get', 'pots,', 'in', 'a', 'meal', 'some', 'stove', 'some', 'bowls', 'in', 'bowls', 'in', 'a', 'dishes', 'in', 'a', 'table', 'in', 'the', 'kitchen', 'in', 'to', 'sound', 'look', 'in', 'the', 'table', 'in', 'bowls', 'near', 'a', 'meal', '[UNK]', '<end>']]"
627,f-ZTMPBGVW,f-ZTMPBGVW_step06_sent01,"['306.jpg', '308.jpg', '304.jpg']",/content/drive/MyDrive/PY/SemEval2022/images/f-ZTMPBGVW/f-ZTMPBGVW_step06_sent01_000,"[['a', 'large', 'metal', 'table', 'with', 'an', 'asian', 'carrots', 'sitting', 'in', 'a', 'stove', 'with', '[UNK]', 'piled', 'by', 'a', 'round', 'condiments', 'on', 'the', 'stove', 'with', 'an', 'open', 'next', 'to', 'the', 'other.', '<end>'], ['several', 'other', 'bowls', 'of', 'some', 'other', 'other', 'other', 'other', 'bowls', 'with', 'some', 'food', 'on', 'the', 'other', '<end>'], ['[UNK]', 'a', 'marina', 'with', 'lots', 'of', 'meat.', '<end>']]"
628,f-ZTMPBGVW,f-ZTMPBGVW_step05_sent01,"['240.jpg', '236.jpg', '238.jpg']",/content/drive/MyDrive/PY/SemEval2022/images/f-ZTMPBGVW/f-ZTMPBGVW_step05_sent01_007,"[['[UNK]', 'asian', 'bowl', 'of', 'a', 'bowl', 'of', 'asian', 'noodle', 'asian', 'style', 'green', 'bowl', 'of', 'a', 'bowl', 'holding', 'a', 'sheet', 'has', 'a', 'sheet', 'high', '[UNK]', 'holds', 'tongs', 'on', 'it.', '<end>'], ['a', 'pile', 'of', 'three', 'other', 'asian', 'woman', 'on', 'the', 'mouth.', '<end>'], ['there', 'are', 'three', 'child', 'holding', '[UNK]', 'surrounded', 'by', '[UNK]', 'in', 'some', 'remote', '<end>']]"
629,f-ZTMPBGVW,f-ZTMPBGVW_step02_sent02,"['76.jpg', '74.jpg', '72.jpg']",/content/drive/MyDrive/PY/SemEval2022/images/f-ZTMPBGVW/f-ZTMPBGVW_step02_sent02_003,"[['fresh', 'dish', 'being', 'built', 'is', 'on', 'display', 'with', 'condiments', 'on', 'a', 'stove', '<end>'], ['a', 'number', 'of', 'a', 'mixture', 'of', 'the', 'inside', 'of', 'it.', '<end>'], ['a', 'man', 'takes', 'a', 'photograph', 'of', 'a', 'boy', 'making', 'a', 'stove', 'in', 'the', 'oven', 'with', 'some', 'type', 'of', 'uncooked', 'kitchen', 'with', 'different', 'types', 'of', 'a', 'cabinet', '[UNK]', 'out', 'in', 'a', 'kitchen', 'with', 'a', 'mostly', 'wood.', '<end>']]"
630,f-ZTMPBGVW,f-ZTMPBGVW_step02_sent02,"['74.jpg', '72.jpg', '76.jpg']",/content/drive/MyDrive/PY/SemEval2022/images/f-ZTMPBGVW/f-ZTMPBGVW_step02_sent02_000,"[['a', 'silver', 'glass', 'pan', 'that', 'has', 'some', 'type', 'dishes,', '[UNK]', '<end>'], ['a', 'snowboard', 'wearing', '[UNK]', 'on', 'the', '[UNK]', 'parts', '<end>'], ['a', 'close', 'up', 'image', 'of', 'fresh', 'vegetables', 'placed', 'on', 'many', 'chairs.', '<end>']]"
631,f-ZJK3X8CY,f-ZJK3X8CY_step01_sent01,"['134.jpg', '136.jpg', '132.jpg']",/content/drive/MyDrive/PY/SemEval2022/images/f-ZJK3X8CY/f-ZJK3X8CY_step01_sent01_000,"[['a', 'yellow', 'bowl', 'of', 'bananas', 'overhead.', '<end>'], ['a', 'large', 'sheet', 'soup', 'with', 'yellow', 'a', 'wooden', 'fruit', 'and', 'yellow', 'bananas', '<end>'], ['close', 'up', 'of', 'a', 'close', 'up', 'of', 'a', 'man', 'holding', 'a', 'plate', 'that', 'is', 'sitting', 'next', 'to', 'a', 'of', 'food', '<end>']]"
632,f-ZJK3X8CY,f-ZJK3X8CY_step05_sent02,"['162.jpg', '160.jpg', '164.jpg']",/content/drive/MyDrive/PY/SemEval2022/images/f-ZJK3X8CY/f-ZJK3X8CY_step05_sent02_000,"[['a', 'person', 'is', 'moving', 'through', 'the', 'kitchen.', '<end>'], ['the', 'contents', 'of', 'a', 'toddler', 'smiles', 'as', 'they', 'pose', 'for', 'some', 'holding', 'a', 'little', 'girl', 'moving', 'through', 'a', 'kitchen', 'with', 'each', 'other', '<end>'], ['a', 'girl', 'moving', 'through', 'a', 'container', 'of', 'the', 'plate', 'of', 'pastries', 'in', 'the', 'middle', 'of', 'a', 'container', 'of', 'some', 'suitcases.', '<end>']]"
633,r-1005,r-1005_step05_sent01,"['1226.jpg', '1228.jpg', '1224.jpg']",/content/drive/MyDrive/PY/SemEval2022/images/r-1005/r-1005_step05_sent01_000,"[['the', 'glass', 'plate', 'of', 'food', '[UNK]', 'on', 'a', 'counter', '<end>'], ['a', 'person', 'holding', 'a', 'spoon', 'cooking', 'in', 'hair', 'and', 'glazed', '[UNK]', '<end>'], ['a', 'large', 'pink', 'plate', 'filled', 'with', '[UNK]', 'together.', '<end>']]"
634,r-1005,r-1005_step04_sent01,"['60.jpg', '58.jpg', '56.jpg']",/content/drive/MyDrive/PY/SemEval2022/images/r-1005/r-1005_step04_sent01_003,"[['an', 'old', 'tiled', 'kitchen', 'with', '[UNK]', 'to', 'be', 'items.', '<end>'], ['a', 'stove', 'and', 'lots', 'of', 'cooking', 'some', 'bowls', 'stacked', '<end>'], ['a', 'woman', 'that', 'has', 'plates', 'of', 'food.', '<end>']]"
635,r-1005,r-1005_step03_sent01,"['148.jpg', '150.jpg', '152.jpg']",/content/drive/MyDrive/PY/SemEval2022/images/r-1005/r-1005_step03_sent01_009,"[['there', 'is', 'a', 'close', 'shot', 'of', 'a', '[UNK]', 'food', 'on', 'top', 'of', 'some', 'sort.', '<end>'], ['a', 'red', 'fire', 'displayed', 'with', 'a', '[UNK]', 'ketchup,', 'and', 'meat.', '<end>'], ['a', 'close', 'up', 'of', 'a', 'dish', 'with', 'some', 'different', 'colored', 'vegetables', 'on', 'a', 'bowl', 'on', 'a', 'river.', '<end>']]"
636,r-1005,r-1005_step03_sent01,"['686.jpg', '688.jpg', '684.jpg']",/content/drive/MyDrive/PY/SemEval2022/images/r-1005/r-1005_step03_sent01_002,"[['i', 'image', 'of', 'a', 'kitchen', 'with', '[UNK]', 'ingredients', 'in', 'the', 'stove', 'and', '[UNK]', '<end>'], ['a', 'photo', 'of', 'adult', 'kitchen', 'items', 'in', 'the', 'stove', 'and', '[UNK]', '<end>'], ['two', 'females', 'standing', 'next', 'to', 'each', '[UNK]', 'cutting', 'board', 'with', 'stuff.', '<end>']]"
637,r-1005,r-1005_step03_sent01,"['1250.jpg', '1252.jpg', '1248.jpg']",/content/drive/MyDrive/PY/SemEval2022/images/r-1005/r-1005_step03_sent01_000,"[['a', 'room', 'filled', 'with', 'a', '[UNK]', 'a', 'close', 'up', 'on', 'a', 'table', 'and', 'a', 'shelf.', '<end>'], ['a', 'statue', 'of', 'a', 'close', 'up', 'from', 'the', 'face', 'with', 'light', 'sitting', 'on', 'a', 'table', '<end>'], ['a', 'close', 'up', 'being', 'displaying', 'toothbrushes', 'in', 'a', 'pizza', 'sitting', 'next', 'to', 'a', 'glass', 'covering', 'the', 'inside', 'of', 'a', 'fake', 'seen.', '<end>']]"
638,r-1005,r-1005_step02_sent01,"['206.jpg', '204.jpg', '208.jpg']",/content/drive/MyDrive/PY/SemEval2022/images/r-1005/r-1005_step02_sent01_010,"[['a', 'bowl', 'filled', 'with', 'some', 'stove', 'and', '[UNK]', '<end>'], ['a', 'middle', 'aged', 'red', 'tray', 'a', 'close', 'up', 'of', 'food', 'cooking', 'by', 'a', 'stove', 'in', 'a', 'small', 'dishes', '<end>'], ['an', 'old', 'time', 'including', 'vegetables', 'served', 'in', 'a', 'stove', '<end>']]"
639,f-ZZJ4N24K,f-ZZJ4N24K_step02_sent01,"['46.jpg', '48.jpg', '44.jpg']",/content/drive/MyDrive/PY/SemEval2022/images/f-ZZJ4N24K/f-ZZJ4N24K_step02_sent01_006,"[['a', 'pizza', 'stand', 'next', 'to', 'each', 'other', 'on', 'it.', '<end>'], ['a', 'slightly', '[UNK]', 'set', 'with', 'four', '[UNK]', 'with', '[UNK]', 'on', 'display', 'with', 'a', 'stove', 'with', '[UNK]', 'on', 'it.', '<end>'], ['a', 'mixture', 'of', 'cooking', 'with', 'lid', 'and', 'shade.', '<end>']]"
640,f-ZZJ4N24K,f-ZZJ4N24K_step03_sent02,"['524.jpg', '528.jpg', '526.jpg']",/content/drive/MyDrive/PY/SemEval2022/images/f-ZZJ4N24K/f-ZZJ4N24K_step03_sent02_004,"[['a', 'bowl', 'filled', 'with', 'an', 'apple', 'on', 'it.', '<end>'], ['a', 'young', 'blonde', 'haired', 'woman', 'holding', 'a', 'large', 'pink', 'flowers', 'on', 'it.', '<end>'], ['a', 'work', '[UNK]', 'as', 'it', 'has', 'a', 'cold', 'weather', '[UNK]', '<end>']]"
641,r-1032,r-1032_step03_sent01,"['40.jpg', '44.jpg', '42.jpg']",/content/drive/MyDrive/PY/SemEval2022/images/r-1032/r-1032_step03_sent01_000,"[['a', 'close', 'up', 'of', 'a', 'cup', 'has', 'been', 'served', 'in', 'it', '<end>'], ['a', 'tall', 'lid', 'and', 'pans', 'that', 'are', 'in', 'the', '[UNK]', '<end>'], ['a', 'white', 'oven', 'and', 'an', 'old', 'buildings', 'in', 'a', 'stove', 'with', 'several', 'other', 'cooking', 'in', 'the', 'meat.', '<end>']]"
642,r-1032,r-1032_step02_sent01,"['62.jpg', '64.jpg', '60.jpg']",/content/drive/MyDrive/PY/SemEval2022/images/r-1032/r-1032_step02_sent01_001,"[['a', 'boy', 'holding', 'a', 'red', 'onions.', '<end>'], ['an', 'old', 'fashioned', '[UNK]', 'looking', 'bottle', 'full', 'of', 'a', 'large', 'wooden', 'dog', 'is', 'next', 'to', 'a', 'wooden', 'patterned', 'bowl.', '<end>'], ['a', 'deep', 'large', 'sheet', 'tennis', 'racket', '<end>']]"
643,r-1032,r-1032_step01_sent01,"['100.jpg', '98.jpg', '96.jpg']",/content/drive/MyDrive/PY/SemEval2022/images/r-1032/r-1032_step01_sent01_006,"[['there', 'is', 'a', 'pink', 'and', 'bunny', 'piece', 'of', 'chocolate', 'and', 'lipstick', 'and', 'coffee.', '<end>'], ['a', 'blender', 'and', 'yellow', 'cake', 'sits', 'on', 'a', 'table', 'with', 'plates', 'and', 'cup', 'of', 'wood', 'plate', 'is', 'being', 'sliced', 'dessert', 'plates', 'and', 'rice', 'and', 'rice', 'and', 'rice', 'has', 'a', 'plate', 'with', 'plates', '<end>'], ['a', 'small', 'pitcher', 'is', 'sitting', 'at', 'something', 'in', 'a', '[UNK]', 'little', 'trashcan.', '<end>']]"
644,r-1025,r-1025_step06_sent01,"['152.jpg', '148.jpg', '150.jpg']",/content/drive/MyDrive/PY/SemEval2022/images/r-1025/r-1025_step06_sent01_009,"[['an', 'asian', 'asian', 'asian', 'man', 'brushing', 'his', 'teeth', 'showing', 'off', 'of', 'a', '[UNK]', 'dolls', 'displayed', 'in', 'the', 'mirror', '<end>'], ['a', 'man', 'has', 'a', 'man', 'is', 'standing', 'outside', '<end>'], ['a', 'man', 'has', 'a', 'man', 'standing', 'next', 'to', 'a', '[UNK]', '<end>']]"
645,r-1025,r-1025_step05_sent01,"['1008.jpg', '1004.jpg', '1006.jpg']",/content/drive/MyDrive/PY/SemEval2022/images/r-1025/r-1025_step05_sent01_008,"[['an', 'orange', 'next', 'to', 'a', 'wooden', 'floor.', '<end>'], ['a', 'tall', 'giraffe', 'is', 'on', 'paper', 'with', 'another', 'is', 'on', 'top', 'of', 'a', 'table.', '<end>'], ['an', 'asian', 'couple', 'of', 'three', 'skiers', 'at', 'their', 'hand', 'with', 'donuts', 'on', 'blue', 'surface.', '<end>']]"
646,r-1025,r-1025_step04_sent01,"['494.jpg', '496.jpg', '492.jpg']",/content/drive/MyDrive/PY/SemEval2022/images/r-1025/r-1025_step04_sent01_000,"[['a', 'person', 'holding', 'a', 'person', 'holding', 'a', 'street', 'next', 'to', 'a', 'hat', 'and', 'mustard', 'and', 'a', 'plastic', 'button', 'is', 'sitting', 'in', 'hand.', '<end>'], ['an', 'asian', 'asian', 'woman', 'filled', 'with', 'an', 'orange', 'wash', 'food', 'in', 'it', '<end>'], ['a', 'woman', 'wearing', 'a', 'piece', 'of', 'a', 'thumbs', 'up', 'on', 'a', '[UNK]', '<end>']]"
647,r-1025,r-1025_step10_sent01,"['712.jpg', '710.jpg', '708.jpg']",/content/drive/MyDrive/PY/SemEval2022/images/r-1025/r-1025_step10_sent01_001,"[['a', 'very', 'nice', 'toy', 'trains', 'are', 'shown', 'on', 'it', '<end>'], ['the', 'owl', 'coming', 'like', '[UNK]', 'with', '[UNK]', 'animals.', '<end>'], ['a', 'tray', 'holding', 'the', 'frosted', 'cakes', 'sits', 'on', 'the', '[UNK]', '<end>']]"
648,r-1025,r-1025_step10_sent01,"['536.jpg', '534.jpg', '532.jpg']",/content/drive/MyDrive/PY/SemEval2022/images/r-1025/r-1025_step10_sent01_000,"[['a', 'sheet', 'being', 'cut', 'food.', '<end>'], ['a', 'large', 'dish', 'in', 'the', 'middle', 'of', 'the', 'kitchen', '<end>'], ['four', 'women', 'in', 'a', 'kitchen', 'with', 'plates', 'and', '[UNK]', 'and', 'dishes', 'of', 'food', '<end>']]"
649,r-1025,r-1025_step09_sent01,"['626.jpg', '624.jpg', '628.jpg']",/content/drive/MyDrive/PY/SemEval2022/images/r-1025/r-1025_step09_sent01_000,"[['display', 'with', 'fresh', 'food.', '<end>'], ['some', '[UNK]', 'types', 'of', '[UNK]', 'and', 'a', 'rock', 'wall', '<end>'], ['outdoor', 'and', 'multiple', 'wood', '[UNK]', '[UNK]', 'in', 'the', 'foil.', '<end>']]"
650,r-1025,r-1025_step08_sent01,"['680.jpg', '678.jpg', '676.jpg']",/content/drive/MyDrive/PY/SemEval2022/images/r-1025/r-1025_step08_sent01_023,"[['a', 'row', 'of', 'food', 'with', 'various', 'other', '[UNK]', '<end>'], ['there', 'are', 'many', 'different', 'types', 'of', 'various', 'potatoes', 'waiting', 'on', 'top', 'of', 'it.', '<end>'], ['an', 'empty', 'red', 'cabinets,', 'stone', 'with', 'an', 'ocean', 'with', 'brass', 'food.', '<end>']]"
651,r-1025,r-1025_step08_sent01,"['112.jpg', '108.jpg', '110.jpg']",/content/drive/MyDrive/PY/SemEval2022/images/r-1025/r-1025_step08_sent01_014,"[['the', 'view', 'of', 'a', 'very', '[UNK]', 'with', '[UNK]', 'with', 'some', 'fried', 'in', 'the', 'picture.', '<end>'], ['a', 'slab', 'of', 'a', 'digital', 'display', 'with', 'a', 'stove', 'in', 'it', '<end>'], ['an', 'old', 'photograph', 'of', 'a', 'side', 'with', 'asian', 'inside', 'a', '[UNK]', '<end>']]"
652,r-1025,r-1025_step08_sent01,"['636.jpg', '634.jpg', '632.jpg']",/content/drive/MyDrive/PY/SemEval2022/images/r-1025/r-1025_step08_sent01_000,"[['a', 'group', 'of', 'a', 'kettle', 'and', 'a', '[UNK]', '[UNK]', 'in', 'it.', '<end>'], ['a', 'sign', 'that', 'has', '[UNK]', 'with', 'a', '[UNK]', 'cutting', 'board', 'with', 'old', '[UNK]', '[UNK]', '[UNK]', '[UNK]', 'in', 'it', '<end>'], ['a', 'fresh', 'fruit', 'are', 'stacked', 'on', 'the', '[UNK]', 'in', 'it', '<end>']]"
653,r-1025,r-1025_step07_sent01,"['1030.jpg', '1028.jpg', '1032.jpg']",/content/drive/MyDrive/PY/SemEval2022/images/r-1025/r-1025_step07_sent01_012,"[['a', 'frosted', 'homemade', 'like', 'a', 'white', 'frosting', 'and', 'sauce', 'and', 'cupcakes.', '<end>'], ['a', 'person', 'is', 'holding', 'a', 'cell', 'phone.', '<end>'], ['a', 'bunch', 'of', '[UNK]', 'of', 'icing.', '<end>']]"
654,r-2104,r-2104_step03_sent01,"['876.jpg', '872.jpg', '874.jpg']",/content/drive/MyDrive/PY/SemEval2022/images/r-2104/r-2104_step03_sent01_008,"[['a', 'donut', 'with', 'a', 'pink', 'toothbrush', 'inside', 'of', 'a', 'pink', 'toothbrush', 'in', '[UNK]', '<end>'], ['the', 'woman', 'holding', 'a', 'knife.', '<end>'], ['a', 'man', 'holding', 'an', 'abundance', 'of', 'a', '[UNK]', 'cake', 'with', 'cake', 'on', 'it.', '<end>']]"
655,r-2104,r-2104_step03_sent01,"['72.jpg', '70.jpg', '68.jpg']",/content/drive/MyDrive/PY/SemEval2022/images/r-2104/r-2104_step03_sent01_000,"[['a', 'cutting', 'board', 'of', 'state', 'at', 'a', 'table.', '<end>'], ['a', 'person', 'taking', 'a', 'man', 'takes', 'a', 'woman', 'wearing', 'a', '[UNK]', 'off', 'the', 'counter', 'outside', 'of', 'which', 'with', 'his', 'laptop', 'while', 'sitting', 'on', 'the', 'computer.', '<end>'], ['a', 'hand', 'is', 'holding', 'a', 'ski', 'in', 'a', 'suit.', '<end>']]"
656,r-2101,r-2101_step02_sent01,"['40.jpg', '44.jpg', '42.jpg']",/content/drive/MyDrive/PY/SemEval2022/images/r-2101/r-2101_step02_sent01_000,"[['a', 'couple', 'and', 'empty', '[UNK]', 'playing', 'cell', 'phone,', 'around', 'a', 'of', 'sliced', 'with', 'sugar', 'on', 'display.', '<end>'], ['a', 'woman', 'holding', 'a', 'hand', 'inside', 'a', 'counter', 'while', 'on', 'a', 'desk.', '<end>'], ['a', 'man', 'using', 'a', 'coffee', 'next', 'to', 'well', 'dressed', 'up', 'to', 'be', 'sliced', '[UNK]', 'sitting', 'on', 'a', 'tabletop.', '<end>']]"
657,r-2086,r-2086_step04_sent01,"['170.jpg', '172.jpg', '168.jpg']",/content/drive/MyDrive/PY/SemEval2022/images/r-2086/r-2086_step04_sent01_000,"[['a', 'try', 'signal', 'for', 'food', 'in', 'his', '[UNK]', '<end>'], ['a', 'tall', 'white', 'dog', 'with', 'her', '[UNK]', '<end>'], ['a', 'person', 'in', 'gray', '[UNK]', '<end>']]"
658,r-2086,r-2086_step03_sent01,"['564.jpg', '566.jpg', '568.jpg']",/content/drive/MyDrive/PY/SemEval2022/images/r-2086/r-2086_step03_sent01_006,"[['a', 'red', 'potatoes,', 'carrots', 'and', 'cutting', 'on', 'a', 'plate.', '<end>'], ['older', 'man', 'is', 'holding', 'a', 'floral', '[UNK]', 'by', 'a', 'very', 'cute', 'toy', '<end>'], ['a', 'person', 'taking', 'a', 'sliced', 'up', '[UNK]', 'pizza.', '<end>']]"
659,r-2086,r-2086_step02_sent01,"['164.jpg', '162.jpg', '160.jpg']",/content/drive/MyDrive/PY/SemEval2022/images/r-2086/r-2086_step02_sent01_011,"[['an', 'empty', 'group', 'of', 'rice,', 'and', 'an', 'apple', 'and', 'some', 'bananas.', '<end>'], ['woman', 'holding', 'a', 'knife', 'inside', 'of', 'chili', 'yet', 'empty', 'hand.', '<end>'], ['a', 'lot', 'of', 'food', 'is', 'holding', 'on', 'a', 'table.', '<end>']]"
660,r-2086,r-2086_step02_sent01,"['194.jpg', '192.jpg', '196.jpg']",/content/drive/MyDrive/PY/SemEval2022/images/r-2086/r-2086_step02_sent01_007,"[['a', 'person', 'cutting', 'a', 'spoon', 'in', 'his', 'mouth.', '<end>'], ['an', 'asian', 'man', 'holding', 'up', 'seaweed', 'on', 'her', 'mouth', '<end>'], ['a', 'man', 'looking', 'man', 'standing', 'next', 'to', 'fruit', '<end>']]"
661,r-2086,r-2086_step02_sent01,"['1068.jpg', '1066.jpg', '1064.jpg']",/content/drive/MyDrive/PY/SemEval2022/images/r-2086/r-2086_step02_sent01_000,"[['a', 'good', 'range', 'with', 'beers', 'in', 'a', 'bowl', 'near', 'a', 'meal', 'in', 'it', '<end>'], ['two', 'boy', '[UNK]', 'sitting', 'on', 'a', 'plate.', '<end>'], ['a', 'lot', 'of', 'food', 'has', 'been', '[UNK]', 'on', 'the', 'table', '<end>']]"
662,r-2315,r-2315_step03_sent02,"['520.jpg', '524.jpg', '522.jpg']",/content/drive/MyDrive/PY/SemEval2022/images/r-2315/r-2315_step03_sent02_000,"[['a', 'kitchen', 'sink', 'into', 'the', 'top', '<end>'], ['an', 'image', 'of', 'men', 'that', 'has', 'two', 'spoons', 'in', 'a', 'kitchen', 'counter', 'next', 'to', 'eat', 'food', 'in', 'front', 'of', 'a', 'house.', '<end>'], ['two', 'cooks', 'in', 'front', 'of', 'a', 'kitchen.', '<end>']]"
663,r-2315,r-2315_step02_sent02,"['16.jpg', '20.jpg', '18.jpg']",/content/drive/MyDrive/PY/SemEval2022/images/r-2315/r-2315_step02_sent02_000,"[['a', 'line', 'of', 'fresh', 'stacked', 'by', 'the', 'stove', 'surrounded', 'by', '[UNK]', '<end>'], ['a', 'couple', 'of', 'a', 'gray', 'vase', 'with', 'frisbees', 'in', 'a', 'stove', '<end>'], ['a', 'line', 'of', 'food', 'sit', 'inside', 'of', 'fresh', 'fruit.', '<end>']]"
664,r-2315,r-2315_step01_sent01,"['88.jpg', '86.jpg', '84.jpg']",/content/drive/MyDrive/PY/SemEval2022/images/r-2315/r-2315_step01_sent01_000,"[['all', 'white', 'picture', 'of', 'there', 'are', 'many', 'vases', 'sitting', 'inside', 'of', 'a', 'pot', 'filled', 'with', 'large', '[UNK]', '<end>'], ['a', 'picture', 'of', 'an', 'open', 'design.', 'with', 'various', 'electronic', 'in', 'the', 'picture.', '<end>'], ['closeup', 'of', 'a', 'picture', 'of', 'colorful', 'stove', 'top', 'oven', 'lying', 'near', 'some', 'small', 'amount', 'of', 'colorful', 'stove', 'and', 'mushrooms.', 'on', 'the', '[UNK]', 'and', 'well', 'colors.', '<end>']]"
665,r-2315,r-2315_step04_sent01,"['270.jpg', '272.jpg', '268.jpg']",/content/drive/MyDrive/PY/SemEval2022/images/r-2315/r-2315_step04_sent01_002,"[['a', 'kid', 'is', 'on', 'a', 'plate', '<end>'], ['a', 'sheet', 'being', 'spoon', 'on', 'the', 'table', '<end>'], ['a', 'very', 'cute', 'dirty', 'mixed', 'of', 'banana', 'near', 'a', 'spoon', 'on', 'a', 'table', 'in', 'half', '[UNK]', '[UNK]', '<end>']]"
666,r-2314,r-2314_step06_sent01,"['636.jpg', '634.jpg', '632.jpg']",/content/drive/MyDrive/PY/SemEval2022/images/r-2314/r-2314_step06_sent01_006,"[['this', 'is', 'a', 'mixture', 'of', 'food', 'and', 'on', 'it.', '<end>'], ['a', 'dimly', 'a', 'bowl', 'of', 'food', 'sitting', 'on', 'it.', '<end>'], ['a', 'dimly', 'noodles', 'sit', 'in', 'a', '[UNK]', '<end>']]"
667,r-2314,r-2314_step06_sent01,"['516.jpg', '512.jpg', '514.jpg']",/content/drive/MyDrive/PY/SemEval2022/images/r-2314/r-2314_step06_sent01_004,"[['a', 'close', 'up', 'of', 'a', 'meal', 'next', 'to', 'some', '[UNK]', '<end>'], ['a', 'blender', 'dicing', 'wood', 'and', 'a', 'waffle', '[UNK]', '<end>'], ['a', 'bottle', 'of', 'a', 'close', 'up', 'of', 'the', 'up', 'of', 'a', 'close', 'up', 'of', 'a', 'close', 'up', 'of', 'a', 'canadian', 'has', 'been', 'served', 'with', 'several', 'hotdogs,', 'been', 'set', 'out', 'of', 'soda', 'on', 'it.', '<end>']]"
668,r-2314,r-2314_step02_sent01,"['28.jpg', '26.jpg', '24.jpg']",/content/drive/MyDrive/PY/SemEval2022/images/r-2314/r-2314_step02_sent01_000,"[['a', 'cutting', 'board', 'with', 'food', 'cooking', 'in', 'a', 'store.', '<end>'], ['a', 'colorful', 'board', 'on', 'a', 'bowl', 'filled', 'with', 'vegetables', 'are', 'being', 'shown', 'for', 'food.', '<end>'], ['[UNK]', 'cooking', 'on', 'a', 'spoon', 'in', 'some', 'dishes.', '<end>']]"
669,r-23,r-23_step05_sent01,"['422.jpg', '420.jpg', '424.jpg']",/content/drive/MyDrive/PY/SemEval2022/images/r-23/r-23_step05_sent01_000,"[['a', 'crowded', 'is', 'being', 'funny', 'teeth', '<end>'], ['a', 'cut', 'in', 'a', 'person', 'in', 'a', 'white', 'plate', 'on', 'a', 'white', 'tie', 'on', 'the', '[UNK]', 'hat.', '<end>'], ['a', 'picture', 'of', 'a', 'photo', 'of', 'asian', 'man', 'in', 'a', 'small', 'bowl', 'of', 'coffee.', '<end>']]"
670,r-23,r-23_step04_sent01,"['528.jpg', '526.jpg', '524.jpg']",/content/drive/MyDrive/PY/SemEval2022/images/r-23/r-23_step04_sent01_000,"[['a', 'woman', 'holding', 'up', 'a', 'boy.', '<end>'], ['an', 'old', 'umpire', 'calls', 'a', 'baby', 'holding', 'a', 'fruit', 'sits', 'next', 'to', 'a', 'white', 'dots', 'and', 'a', 'cold', 'weather', '[UNK]', '<end>'], ['an', '[UNK]', 'and', 'mug', 'sits', 'inside', 'a', '[UNK]', 'and', 'coffee', '<end>']]"
671,r-23,r-23_step03_sent01,"['516.jpg', '518.jpg', '520.jpg']",/content/drive/MyDrive/PY/SemEval2022/images/r-23/r-23_step03_sent01_001,"[['a', 'banana', 'design', 'on', 'top', 'of', 'it.', '<end>'], ['a', 'glass', 'of', 'fruit', 'has', 'a', 'harbor', 'next', 'to', 'it.', '<end>'], ['a', 'crowd', 'looks', 'up', 'in', 'a', 'white', 'plate', '<end>']]"
672,r-23,r-23_step02_sent01,"['44.jpg', '40.jpg', '42.jpg']",/content/drive/MyDrive/PY/SemEval2022/images/r-23/r-23_step02_sent01_001,"[['a', 'red', 'cup', 'holding', 'a', 'cup', 'is', 'sitting', 'next', 'to', 'a', 'blender', 'filled', 'with', 'chocolate', 'cake', 'table', 'with', 'a', 'ceramic', 'flowers.', '<end>'], ['an', 'alarm', 'filled', 'with', 'white', 'bowl', 'of', 'red', 'and', 'bananas', 'on', 'the', 'counter', 'next', 'to', 'a', 'flower', 'pot', '<end>'], ['a', 'pair', 'of', 'a', 'blender', 'holding', '[UNK]', 'just', '[UNK]', 'close', 'to', 'the', '[UNK]', '<end>']]"
673,r-2250,r-2250_step05_sent01,"['34.jpg', '32.jpg', '36.jpg']",/content/drive/MyDrive/PY/SemEval2022/images/r-2250/r-2250_step05_sent01_014,"[['a', 'row', 'of', 'kitchen', 'area', 'filled', 'with', 'kitchen', 'cabinets', 'and', 'electric', 'thrown', 'to', 'be', '[UNK]', 'with', 'another', '[UNK]', 'on', 'the', 'room.', '<end>'], ['some', 'bananas', 'in', 'a', ""woman's"", 'picture', '<end>'], ['older', 'keyboard', 'on', 'your', 'all', 'by', 'side', 'of', 'a', 'table', 'next', 'to', 'a', 'flat', 'surface.', '<end>']]"
